qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status,label,instance_count,culture_count,heritage_count,has_instance,has_culture,has_heritage,has_golden_instance_qid,has_golden_culture_qid,has_golden_heritage_qid,unique_qid_count
Q1091366,[],[],[],[],"['Q223393', 'Q4263830']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,2
Q1541,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q5119747,[],[],[],[],['Q3172759'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q5119787,[],['Q29'],[],[],['Q375336'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q2444993,"['Q43', 'Q399', 'Q858']",[],[],[],['Q2095'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,4
Q5119905,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q30919076,[],['Q414'],[],[],"['Q723685', 'Q63241860', 'Q620615']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,4
Q1092472,[],[],[],[],"['Q3516833', 'Q1439691']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q3677141,[],[],[],[],['Q201658'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q5120874,[],['Q30'],[],[],['Q375336'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q5120891,[],[],[],[],['Q1331793'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1790835,['Q38'],['Q38'],['Q34102'],[],['Q2095'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,3
Q6008497,['Q43'],[],[],[],['Q2095'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q2734140,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q504715,[],['Q16'],[],[],"['Q47928', 'Q1331793', 'Q2668072']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,4
Q117848135,[],[],[],[],"['Q13406554', 'Q18608583']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q5273,[],['Q142'],['Q3358'],[],['Q123705'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,3
Q181922,[],[],[],[],['Q66715801'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q17001824,[],[],[],[],"['Q385378', 'Q4830453']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,2
Q81513,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1468524,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q4286337,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2394278,[],['Q30'],['Q62'],[],"['Q200764', 'Q1320047']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,4
Q494721,[],['Q17'],[],[],['Q28872924'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q104157,[],['Q928'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q925381,[],['Q36'],[],[],['Q28872924'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q5124465,[],[],[],[],['Q811102'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q610368,[],['Q801'],[],[],['Q327333'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q222249,[],[],[],[],"['Q1756157', 'Q63718619']",[],Cultural Agnostic,2,0,0,1,0,0,0,0,0,2
Q19406629,[],['Q212'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q26198154,[],['Q1747689'],[],['Q1747689'],['Q486972'],[],Cultural Exclusive,1,1,0,1,1,0,0,0,0,2
Q5124833,[],[],[],[],['Q40050'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q2037332,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2700326,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q178508,[],['Q39'],['Q69354'],[],"['Q123705', 'Q532']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q2117603,[],[],[],[],['Q223393'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q24067349,[],[],[],[],['Q66715801'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q81729632,[],[],[],[],['Q66715801'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q61996187,[],[],[],[],['Q66715801'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5128439,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q116313,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q12801,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q76717,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q361750,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q870889,[],[],[],[],['Q3516833'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5130055,[],[],[],[],['Q3516833'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5130059,[],[],[],[],['Q349'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5130115,[],[],[],[],['Q3516833'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1727953,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q5130888,['Q16'],[],[],[],['Q114392939'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q5130627,[],[],[],[],['Q63241860'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q1460693,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q84902,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q85765,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q4430,"['Q30', 'Q145', 'Q39']",[],[],[],['Q11424'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,4
Q86135347,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5133666,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2904166,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5133821,[],['Q145'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q338401,"['Q35', 'Q33', 'Q189', 'Q20', 'Q34']",[],[],[],"['Q2695280', 'Q2434238', 'Q82821']",[],Cultural Exclusive,3,0,0,1,0,0,0,0,0,8
Q5134394,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q488656,[],[],[],[],['Q107357104'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1141132,['Q30'],[],[],[],['Q1004'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q85752994,[],[],[],[],['Q571'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q5135569,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q263516,[],[],[],[],['Q2998482'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q17069529,['Q928'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q370563,[],[],[],[],"['Q1156854', 'Q11016', 'Q166142', 'Q2526135']",[],Cultural Agnostic,4,0,0,1,0,0,1,0,0,4
Q472616,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q327172,[],['Q414'],[],[],['Q847017'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q18640,[],['Q414'],[],[],"['Q847017', 'Q43009164']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q17479,[],['Q155'],[],[],['Q847017'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q122223315,[],['Q30'],[],[],"['Q220499', 'Q63241860']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,3
Q28503947,[],[],[],[],['Q105756498'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q1734300,[],[],[],[],"['Q17197366', 'Q268592', 'Q28640']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q889872,[],['Q30'],[],[],['Q868557'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q837416,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q698822,[],['Q865'],['Q271143'],[],"['Q327333', 'Q2551394']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q5138349,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q5139086,['Q664'],[],[],[],"['Q40050', 'Q431289']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q2536027,[],[],[],[],['Q9174'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q868158,['Q29'],[],[],[],['Q746549'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q581701,['Q29'],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q927982,['Q29'],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q13408013,[],['Q881'],[],[],['Q9174'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q2149005,[],['Q1033'],[],[],['Q2095'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,2
Q2119819,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q705693,[],[],[],[],"['Q1570005', 'Q7748', 'Q846882']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,3
Q1106827,[],[],[],[],['Q483394'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q693348,[],['Q30'],[],[],"['Q476068', 'Q7748']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q32734,"['Q142', 'Q38', 'Q31']",[],[],[],['Q11424'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,4
Q45188,['Q145'],[],[],[],"['Q215380', 'Q5741069', 'Q2491498']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,4
Q5142600,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q975501,['Q754'],[],[],[],['Q40050'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q542637,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q5145765,[],['Q30'],[],[],['Q200764'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q3039596,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q4230425,[],[],[],[],"['Q104624828', 'Q223393']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q3394684,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q5146583,[],[],[],[],['Q1744559'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q1187811,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q478585,[],['Q29'],['Q5763564'],[],"['Q16970', 'Q4989906']",['Q23712'],Cultural Exclusive,2,0,1,1,0,1,0,0,0,5
Q29044421,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q5147815,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q120450,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q849194,[],[],[],[],['Q1407254'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q1111648,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q79209169,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q4817,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q285236,[],"['Q12544', 'Q43']",['Q732923'],['Q12544'],"['Q1930585', 'Q811979', 'Q1640824']",[],Cultural Exclusive,3,1,0,1,1,0,0,0,0,6
Q1086863,[],[],[],[],"['Q28640', 'Q4164871']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q5150595,[],[],[],[],"['Q349', 'Q5376669']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q821499,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1048584,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q81123,[],['Q45'],[],[],['Q740752'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q1753972,[],[],[],[],['Q7777573'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q5151421,[],[],[],[],"['Q7777573', 'Q108368282']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q157443,[],[],[],[],['Q201658'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5151496,[],[],[],[],['Q7777573'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1760610,[],[],[],[],"['Q26971562', 'Q18602566']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q98608820,[],[],[],[],"['Q431289', 'Q14406742']",[],Cultural Agnostic,2,0,0,1,0,0,0,0,0,2
Q14406742,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q838795,[],[],[],[],['Q26971562'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1004,[],[],[],[],"['Q56055944', 'Q223393', 'Q4263830']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q867242,[],[],[],[],"['Q104624828', 'Q21114848', 'Q26971562']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q4971317,[],['Q145'],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q1114502,[],['Q30'],[],[],['Q223393'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q3906957,[],[],[],[],['Q483394'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q17222692,[],['Q17'],[],[],['Q1107679'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q1133961,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q748612,[],[],[],[],"['Q327333', 'Q3511443']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,2
Q2986806,[],['Q248452'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q4229709,[],['Q34266'],[],[],['Q7188'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q30216,[],"['Q145', 'Q25', 'Q26', 'Q27', 'Q30', 'Q16', 'Q408', 'Q664']",[],[],"['Q2478386', 'Q63718619']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,10
Q171497,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5153501,[],['Q30'],[],[],"['Q18127', 'Q1331793']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,3
Q5153956,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q11955723,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2993765,[],['Q142'],[],[],"['Q7188', 'Q29042946']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,3
Q234277,[],['Q668'],[],[],['Q7278'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q256414,[],[],[],[],['Q208202'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q3627322,[],['Q145'],[],[],"['Q57655433', 'Q10541491']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q860582,[],['Q30'],['Q1297'],[],['Q13406463'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,3
Q1500610,[],[],[],[],"['Q12737077', 'Q4164871']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q28134320,[],[],[],[],['Q63982911'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q1800684,[],[],[],[],['Q7777573'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q676230,[],['Q39'],[],[],"['Q740752', 'Q6881511', 'Q125760710']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,4
Q1459574,[],[],[],[],['Q223393'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q107690317,[],[],[],[],"['Q86135347', 'Q27503001', 'Q12737077']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q326498,[],[],[],[],['Q1756157'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q16004431,[],[],[],[],['Q28640'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q455315,[],[],[],[],"['Q110900120', 'Q201658']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q2514392,[],[],[],[],"['Q206615', 'Q181790']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q5156823,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q22909321,[],[],[],[],"['Q63241860', 'Q24581379']",[],Cultural Agnostic,2,0,0,1,0,0,0,0,0,2
Q2925636,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q105580397,[],[],[],[],['Q11862829'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1401416,[],[],[],[],['Q3516833'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q16950797,[],['Q29'],[],[],"['Q385378', 'Q4830453']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q911345,[],['Q17'],[],[],['Q220505'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q5158398,[],[],[],[],"['Q188451', 'Q7777573']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q3031119,[],['Q55'],[],[],['Q15275719'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q430525,[],[],[],[],['Q201658'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q5158530,[],[],[],[],['Q7777573'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q691031,[],[],[],[],"['Q4164871', 'Q71186602', 'Q66715801']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q5158944,['Q419'],['Q419'],[],[],"['Q40050', 'Q431289']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q766952,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q596594,[],[],[],[],"['Q223393', 'Q89522629']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q1124813,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q736415,[],[],[],[],['Q28640'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1125196,[],[],[],[],['Q223393'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q214802,[],[],[],[],"['Q189819', 'Q13537604']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q723748,[],[],[],[],['Q17853087'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q9581,[],[],[],[],"['Q2915955', 'Q9174', 'Q11042']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,3
Q3513409,[],['Q31'],['Q239'],[],"['Q18564543', 'Q13418847']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q1671747,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q5161769,[],['Q30'],[],[],['Q1007870'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q5659,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q2669585,[],['Q29'],[],[],"['Q1752346', 'Q7188', 'Q11204', 'Q35798']",[],Cultural Exclusive,4,0,0,1,0,0,0,0,0,5
Q5163108,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q9626,[],['Q145'],[],[],['Q7278'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q937959,[],['Q38'],[],[],['Q327333'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q2150516,[],[],[],[],['Q223393'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q71249,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q93725,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q27640013,[],['Q183'],[],[],"['Q385378', 'Q192909']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q47321159,[],[],[],[],['Q385378'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q207103,[],[],[],[],"['Q968159', 'Q2915955', 'Q1292119', 'Q32880']",[],Cultural Representative,4,0,0,1,0,0,1,0,0,4
Q5164837,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q16038801,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q5164961,[],['Q16'],['Q1973'],[],['Q1007870'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,3
Q5165003,[],[],[],[],['Q477544'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q11899858,[],[],[],[],['Q9174'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q109459317,[],[],[],[],['Q12737077'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q59104,[],[],[],[],"['Q2915955', 'Q1387659']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q17001943,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2944747,[],[],[],[],['Q1826286'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q747339,"['Q142', 'Q30', 'Q21', 'Q22']",[],[],[],['Q107357104'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,5
Q1231729,[],['Q38'],['Q2751'],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,2
Q474122,[],['Q38'],['Q82670'],[],"['Q44613', 'Q33506', 'Q16970', 'Q92755865']",['Q26971668'],Cultural Exclusive,4,0,1,1,0,1,0,0,0,7
Q370330,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q13266,"['Q3746183', 'Q794']",[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,2
Q11080558,[],[],[],[],['Q103112098'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q531635,[],['Q414'],[],[],['Q8463186'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q16833779,[],['Q155'],[],[],['Q1107679'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q641445,[],['Q35'],['Q504125'],[],"['Q18127', 'Q7247847']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q14499025,[],[],[],[],['Q7748'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q5169252,[],[],[],[],['Q7748'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q3829820,[],[],[],[],['Q7748'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q7079604,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1784207,[],[],[],[],['Q55983715'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q1480,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1424020,[],['Q155'],[],[],"['Q223393', 'Q210272']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q87311542,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q63046,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q5170775,[],[],[],[],['Q40050'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q5719298,[],[],[],[],"['Q1969448', 'Q10675206']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q96173,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q78279,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q24574678,[],[],[],[],"['Q66715801', 'Q12737077']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q1962802,[],[],[],[],['Q96239483'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q4354339,['Q145'],['Q23148'],[],[],['Q349'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,3
Q209715,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2609670,[],[],[],[],"['Q1756157', 'Q11862829']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q2383947,[],[],[],[],['Q1307214'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q1155838,[],[],[],[],"['Q28640', 'Q4164871']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q1432769,[],[],[],[],['Q206615'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q16248255,[],[],[],[],['Q1107679'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1136336,[],['Q145'],[],[],"['Q107655869', 'Q378427']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q9053464,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1065579,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1785330,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q848957,['Q252'],[],[],[],['Q746549'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q2681209,[],[],[],[],['Q7188'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q567559,[],['Q16957'],[],[],['Q7188'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q2136,[],['Q15180'],[],[],['Q327333'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q5354399,[],[],[],[],['Q4164871'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q713146,[],['Q865'],['Q865'],[],['Q515'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q665182,[],[],[],[],['Q18608583'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q41487,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q50296037,[],['Q189'],[],[],['Q4959031'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q5178334,[],['Q408'],[],[],['Q41487'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q10220,['Q142'],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q5179199,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q19736253,[],[],[],[],['Q1229501'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q16959207,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
