qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status
Q157443,[],[],[],[],['q201658'],[]
Q5151496,[],[],[],[],['q7777573'],[]
Q1760610,[],[],[],[],"['q26971562', 'q18602566']",[]
Q98608820,[],[],[],[],"['q431289', 'q14406742']",[]
Q14406742,[],[],[],[],[],[]
Q838795,[],[],[],[],['q26971562'],[]
Q1004,[],[],[],[],"['q56055944', 'q223393', 'q4263830']",[]
Q867242,[],[],[],[],"['q104624828', 'q21114848', 'q26971562']",[]
Q4971317,[],['q145'],[],[],[],[]
Q1114502,[],['q30'],[],[],['q223393'],[]
Q3906957,[],[],[],[],['q483394'],[]
Q17222692,[],['q17'],[],[],['q1107679'],[]
Q1133961,[],[],[],[],[],[]
Q748612,[],[],[],[],"['q327333', 'q3511443']",[]
Q2986806,[],['q248452'],[],[],[],[]
Q4229709,[],['q34266'],[],[],['q7188'],[]
Q30216,[],"['q145', 'q25', 'q26', 'q27', 'q30', 'q16', 'q408', 'q664']",[],[],"['q2478386', 'q63718619']",[]
Q171497,[],[],[],[],['q16521'],[]
Q5153501,[],['q30'],[],[],"['q18127', 'q1331793']",[]
Q5153956,[],[],[],[],[],[]
Q11955723,[],[],[],[],[],[]
Q2993765,[],['q142'],[],[],"['q7188', 'q29042946']",[]
Q234277,[],['q668'],[],[],['q7278'],[]
Q256414,[],[],[],[],['q208202'],[]
Q3627322,[],['q145'],[],[],"['q57655433', 'q10541491']",[]
Q860582,[],['q30'],['q1297'],[],['q13406463'],[]
Q1500610,[],[],[],[],"['q12737077', 'q4164871']",[]
Q28134320,[],[],[],[],['q63982911'],[]
Q1800684,[],[],[],[],['q7777573'],[]
Q676230,[],['q39'],[],[],"['q740752', 'q6881511', 'q125760710']",[]
Q1459574,[],[],[],[],['q223393'],[]
Q107690317,[],[],[],[],"['q86135347', 'q27503001', 'q12737077']",[]
Q326498,[],[],[],[],['q1756157'],[]
Q16004431,[],[],[],[],['q28640'],[]
Q455315,[],[],[],[],"['q110900120', 'q201658']",[]
Q2514392,[],[],[],[],"['q206615', 'q181790']",[]
Q5156823,[],[],[],[],[],[]
Q22909321,[],[],[],[],"['q63241860', 'q24581379']",[]
Q2925636,[],[],[],[],[],[]
Q105580397,[],[],[],[],['q11862829'],[]
Q1401416,[],[],[],[],['q3516833'],[]
Q16950797,[],['q29'],[],[],"['q385378', 'q4830453']",[]
Q911345,[],['q17'],[],[],['q220505'],[]
Q5158398,[],[],[],[],"['q188451', 'q7777573']",[]
Q3031119,[],['q55'],[],[],['q15275719'],[]
Q430525,[],[],[],[],['q201658'],[]
Q5158530,[],[],[],[],['q7777573'],[]
Q691031,[],[],[],[],"['q4164871', 'q71186602', 'q66715801']",[]
Q5158944,['q419'],['q419'],[],[],"['q40050', 'q431289']",[]
Q766952,[],[],[],[],[],[]
Q596594,[],[],[],[],"['q223393', 'q89522629']",[]
Q1124813,[],[],[],[],[],[]
Q736415,[],[],[],[],['q28640'],[]
Q1125196,[],[],[],[],['q223393'],[]
Q214802,[],[],[],[],"['q189819', 'q13537604']",[]
Q723748,[],[],[],[],['q17853087'],[]
Q9581,[],[],[],[],"['q2915955', 'q9174', 'q11042']",[]
Q3513409,[],['q31'],['q239'],[],"['q18564543', 'q13418847']",[]
Q1671747,[],[],[],[],[],[]
Q5161769,[],['q30'],[],[],['q1007870'],[]
Q5659,[],[],[],[],['q5'],[]
Q2669585,[],['q29'],[],[],"['q1752346', 'q7188', 'q11204', 'q35798']",[]
Q5163108,[],[],[],[],[],[]
Q9626,[],['q145'],[],[],['q7278'],[]
Q937959,[],['q38'],[],[],['q327333'],[]
Q2150516,[],[],[],[],['q223393'],[]
Q71249,[],[],[],[],['q5'],[]
Q93725,[],[],[],[],['q5'],[]
Q27640013,[],['q183'],[],[],"['q385378', 'q192909']",[]
Q47321159,[],[],[],[],['q385378'],[]
Q207103,[],[],[],[],"['q968159', 'q2915955', 'q1292119', 'q32880']",[]
Q5164837,[],[],[],[],[],[]
Q16038801,[],[],[],[],[],[]
Q5164961,[],['q16'],['q1973'],[],['q1007870'],[]
Q5165003,[],[],[],[],['q477544'],[]
Q11899858,[],[],[],[],['q9174'],[]
Q109459317,[],[],[],[],['q12737077'],[]
Q59104,[],[],[],[],"['q2915955', 'q1387659']",[]
Q17001943,[],[],[],[],[],[]
Q2944747,[],[],[],[],['q1826286'],[]
Q747339,"['q142', 'q30', 'q21', 'q22']",[],[],[],['q107357104'],[]
Q1231729,[],['q38'],['q2751'],[],[],[]
Q474122,[],['q38'],['q82670'],[],"['q44613', 'q33506', 'q16970', 'q92755865']",['q26971668']
Q370330,[],[],[],[],[],[]
Q13266,"['q3746183', 'q794']",[],[],[],[],[]
Q11080558,[],[],[],[],['q103112098'],[]
Q531635,[],['q414'],[],[],['q8463186'],[]
Q16833779,[],['q155'],[],[],['q1107679'],[]
Q641445,[],['q35'],['q504125'],[],"['q18127', 'q7247847']",[]
Q14499025,[],[],[],[],['q7748'],[]
Q5169252,[],[],[],[],['q7748'],[]
Q3829820,[],[],[],[],['q7748'],[]
Q7079604,[],[],[],[],[],[]
Q1784207,[],[],[],[],['q55983715'],[]
Q1480,[],[],[],[],['q5'],[]
Q1424020,[],['q155'],[],[],"['q223393', 'q210272']",[]
Q87311542,[],[],[],[],[],[]
Q63046,[],[],[],[],['q5'],[]
Q5170775,[],[],[],[],['q40050'],[]
Q5719298,[],[],[],[],"['q1969448', 'q10675206']",[]
Q96173,[],[],[],[],['q5'],[]
Q78279,[],[],[],[],['q5'],[]
Q24574678,[],[],[],[],"['q66715801', 'q12737077']",[]
Q1962802,[],[],[],[],['q96239483'],[]
Q4354339,['q145'],['q23148'],[],[],['q349'],[]
Q209715,[],[],[],[],[],[]
Q2609670,[],[],[],[],"['q1756157', 'q11862829']",[]
Q2383947,[],[],[],[],['q1307214'],[]
Q1155838,[],[],[],[],"['q28640', 'q4164871']",[]
Q1432769,[],[],[],[],['q206615'],[]
Q16248255,[],[],[],[],['q1107679'],[]
Q1136336,[],['q145'],[],[],"['q107655869', 'q378427']",[]
Q9053464,[],[],[],[],[],[]
Q1065579,[],[],[],[],[],[]
Q1785330,[],[],[],[],[],[]
Q848957,['q252'],[],[],[],['q746549'],[]
Q2681209,[],[],[],[],['q7188'],[]
Q567559,[],['q16957'],[],[],['q7188'],[]
Q2136,[],['q15180'],[],[],['q327333'],[]
Q5354399,[],[],[],[],['q4164871'],[]
Q713146,[],['q865'],['q865'],[],['q515'],[]
Q665182,[],[],[],[],['q18608583'],[]
Q41487,[],[],[],[],[],[]
Q50296037,[],['q189'],[],[],['q4959031'],[]
Q5178334,[],['q408'],[],[],['q41487'],[]
Q10220,['q142'],[],[],[],[],[]
Q5179199,[],[],[],[],[],[]
Q19736253,[],[],[],[],['q1229501'],[]
Q16959207,[],[],[],[],[],[]
Q15647260,[],[],[],[],['q1826286'],[]
Q5180431,['q36'],[],[],[],"['q40050', 'q80359036']",[]
Q2739123,[],[],[],[],[],[]
Q46252,['q34'],[],[],[],['q215380'],[]
Q793606,[],[],[],[],['q16521'],[]
Q581620,[],['q414'],[],[],['q868557'],[]
Q5183387,[],[],[],[],['q11795121'],[]
Q463532,[],[],[],[],[],[]
Q2985477,[],['q36704'],[],[],['q13418847'],[]
Q5183474,[],[],[],[],['q63982911'],[]
Q106828766,[],[],[],[],[],[]
Q5183639,[],[],[],[],['q3516833'],[]
Q86740024,['q17'],[],[],[],['q8274'],[]
Q1123744,[],[],[],[],['q11460'],[]
Q3393307,[],['q29'],[],[],"['q189819', 'q82821']",[]
Q1378978,[],['q41'],[],[],['q968159'],[]
Q586535,['q16'],[],[],[],[],[]
Q12299841,[],[],[],[],['q28640'],[]
Q46663,['q408'],[],[],[],['q215380'],[]
Q959790,[],[],[],[],['q201658'],[]
Q146491,[],[],[],[],"['q1756157', 'q63718619']",[]
Q24641989,[],[],[],[],[],[]
Q5186070,['q16'],['q16'],[],[],"['q2095', 'q14208553', 'q167270']",[]
Q6430706,[],[],[],[],['q28640'],[]
Q5186753,['q30'],[],[],[],"['q5891', 'q2738074', 'q28643', 'q151885', 'q11862829']",[]
Q1483466,[],[],[],[],[],[]
Q24798,[],[],[],[],['q32880'],[]
Q17955,[],[],[],[],"['q4894405', 'q223393']",[]
Q2735243,[],[],[],[],[],[]
Q964444,[],[],[],[],['q16553805'],[]
Q1788398,[],[],[],[],['q32880'],[]
Q28135033,[],[],[],[],"['q371174', 'q478798']",[]
Q5189476,[],"['q145', 'q664']",[],[],[],[]
Q4035694,[],['q399'],['q1953'],[],['q1331793'],[]
Q45689,['q241'],[],[],[],['q215380'],[]
Q42934,[],['q142'],[],[],"['q968159', 'q32880', 'q3326867', 'q1792644']",[]
Q1400843,[],['q34266'],[],[],['q968159'],[]
Q5192318,['q38'],[],[],[],['q2095'],[]
Q593707,[],[],[],[],[],[]
Q1778821,[],[],[],[],['q104086571'],[]
Q111579,['q30'],[],[],[],['q215380'],[]
Q219557,[],[],[],[],[],[]
Q3710552,[],[],[],[],[],[]
Q2634430,['q668'],[],[],[],['q746549'],[]
Q5194727,[],['q38'],[],[],[],[]
Q972027,[],[],[],[],['q371174'],[]
Q84459006,[],[],[],[],['q571'],[]
Q48998934,[],[],[],[],[],[]
Q2291325,[],[],[],[],['q3516833'],[]
Q15804130,[],[],[],[],['q82821'],[]
Q5198626,[],[],[],[],[],[]
Q1785271,[],[],[],[],[],[]
Q5198978,[],[],[],[],[],[]
Q501175,[],['q33'],['q1757'],[],"['q207694', 'q11755880', 'q1007870']",['q54824229']
Q14169641,[],[],[],[],"['q55983715', 'q16521']",[]
Q5200380,[],[],[],[],['q5'],[]
Q656042,[],[],[],[],['q223393'],[]
Q1920546,[],"['q213', 'q33946']",[],[],"['q968159', 'q32880']",[]
Q5201831,[],['q213'],[],[],['q74817647'],[]
Q527589,[],['q213'],['q393476'],[],['q3774608'],[]
Q19894673,[],['q213'],[],[],[],[]
Q911613,[],[],[],[],"['q167270', 'q161']",[]
Q6034,[],[],[],[],"['q968159', 'q3326717', 'q2198855', 'q1792644']",[]
Q5208236,['q28233'],[],[],[],['q477544'],[]
Q521453,[],['q20'],['q1552151'],[],['q41176'],[]
Q15964122,[],['q39'],['q14587'],[],"['q55488', 'q1339195', 'q12819564']",[]
Q87024,[],[],[],[],['q5'],[]
Q716356,[],['q468814'],[],[],['q188213'],[]
Q543486,"['q142', 'q31']",[],[],[],['q202866'],[]
Q3577793,[],['q1041'],[],[],['q968159'],[]
Q5210982,[],['q30'],[],[],"['q4830453', 'q13226383', 'q17350442', 'q3469910', 'q200764', 'q56856618']",[]
Q380660,[],['q30'],"['q16557', 'q353089', 'q128261', 'q966419', 'q980067', 'q49274', 'q969371', 'q591899', 'q51690', 'q128375', 'q976950', 'q979410', 'q51689']",[],['q740752'],[]
Q501440,[],['q142'],[],[],['q2085381'],[]
Q12323,[],[],[],[],[],[]
Q22976,"['q183', 'q142']",[],[],[],[],[]
Q1159127,[],[],[],[],['q5'],[]
Q2778381,[],[],[],[],['q11460'],[]
Q5215303,[],[],[],[],[],[]
Q738622,[],[],[],[],"['q31629', 'q107357104']",[]
Q85755629,['q145'],[],[],[],['q571'],[]
Q108576,[],[],[],[],['q5'],[]
Q1161248,[],[],[],[],['q5'],[]
Q1162679,[],[],[],[],['q5'],[]
Q669313,[],[],[],[],['q5'],[]
Q12857,[],[],[],[],['q5'],[]
Q12500,[],[],[],[],['q5'],[]
Q26806,[],[],[],[],['q5'],[]
Q1164847,['q34'],[],[],[],['q105756498'],[]
Q587691,[],[],[],[],['q968159'],[]
Q5295507,[],['q145'],['q1925846'],[],"['q1595639', 'q115154345', 'q7075', 'q33506', 'q1007870']",[]
Q5221946,[],['q1028'],['q80985'],[],['q41176'],['q43113623']
Q85755715,[],[],[],[],['q571'],[]
Q1418745,[],[],[],[],['q968159'],[]
Q5223445,[],['q145'],['q84'],[],['q200764'],[]
Q11568,[],['q408'],['q3235'],[],"['q515', 'q1549591']",[]
Q1170050,[],[],[],[],['q41298'],[]
Q851746,['q17'],[],[],[],[],[]
Q3242920,[],[],[],[],[],[]
Q688416,[],[],[],[],['q7748'],[]
Q31273854,[],[],[],[],"['q2915955', 'q12909644']",[]
Q44158,[],[],[],[],['q5'],[]
Q183337,[],[],[],[],['q5'],[]
Q192,[],[],[],[],['q5'],[]
Q1628,[],[],[],[],['q5'],[]
Q65468,[],[],[],[],['q5'],[]
Q2071,[],[],[],[],['q5'],[]
Q3018644,[],['q17'],[],[],['q1107679'],[]
Q14715,[],[],[],[],['q5'],[]
Q154005,[],[],[],[],"['q2558684', 'q82821']",[]
Q107434367,[],[],[],[],[],[]
Q5245481,[],[],[],[],[],[]
Q177982,[],[],[],[],[],[]
Q498635,[],[],[],[],"['q500834', 'q1344963', 'q1498636', 'q15275719']",[]
Q55639561,[],[],[],[],"['q49773', 'q2915955']",[]
Q3070448,[],['q142'],[],[],['q220505'],[]
Q3042309,[],['q142'],[],[],['q107357104'],[]
Q152159,[],[],[],[],[],[]
Q5249625,[],[],[],[],"['q214609', 'q206615']",[]
Q1182135,[],[],[],[],['q355567'],[]
Q216279,[],[],[],[],[],[]
Q749381,[],['q30'],['q1370'],[],['q327333'],[]
Q266180,[],['q183'],[],[],['q18127'],[]
Q582456,[],['q55'],['q707'],[],['q868557'],[]
Q1183120,[],['q183'],['q1197'],[],['q868557'],[]
Q620629,[],[],[],[],"['q2915955', 'q2198855', 'q2728698', 'q4818719']",[]
Q682863,[],['q183'],[],[],"['q740752', 'q46970']",[]
Q5253245,[],['q30'],['q1393'],[],"['q207694', 'q1007870']",[]
Q19713851,[],[],[],[],[],[]
Q2312129,[],[],[],[],[],[]
Q4471,"['q30', 'q145']",[],[],[],['q11424'],[]
Q10264925,[],[],[],[],['q12737077'],[]
Q672490,[],['q844930'],[],[],[],[]
Q2734949,[],[],[],[],[],[]
Q5255191,[],[],[],[],['q5'],[]
Q17151372,['q1009'],[],[],[],"['q639669', 'q18127']",[]
Q43044,[],[],[],[],['q5'],[]
Q63755,[],['q37'],[],[],['q7278'],[]
Q66451430,[],[],[],[],[],[]
Q41980,[],[],[],[],['q5'],[]
Q562734,['q884'],[],[],[],['q1004'],[]
Q31326,['q17'],[],[],[],['q41298'],[]
Q652698,[],[],[],[],[],[]
Q448,[],[],[],[],['q5'],[]
Q2366025,[],[],[],[],"['q13414953', 'q1826286']",[]
Q5260216,[],[],[],[],[],[]
Q5260434,[],[],[],[],[],[]
Q474456,[],[],[],[],['q189819'],[]
Q507134,[],['q142'],['q90'],[],['q41176'],[]
Q111193712,[],['q408'],[],[],"['q294414', 'q13406463', 'q82955']",[]
Q5261098,[],[],[],[],['q4164871'],[]
Q18206482,[],[],[],[],['q4164871'],[]
Q8637,[],['q30'],"['q1204', 'q1537']",[],['q4022'],[]
Q577996,[],[],[],[],"['q1063547', 'q862597', 'q188451']",[]
Q5322166,[],[],[],[],['q28640'],[]
Q29092,[],[],[],[],['q5'],[]
Q48344369,[],[],[],[],['q12737077'],[]
Q106071447,[],[],[],[],[],[]
Q3045261,[],[],[],[],"['q151885', 'q5891', 'q9174']",[]
Q109599,[],[],[],[],['q5'],[]
Q168407,[],['q183'],[],[],"['q18127', 'q6881511', 'q11396960']",[]
Q316296,[],['q16957'],[],[],"['q327333', 'q4830453']",[]
Q691086,[],['q183'],[],[],['q618779'],[]
Q865909,[],[],[],[],"['q1156854', 'q8187769']",[]
Q551458,['q38'],[],[],[],[],[]
Q97275377,[],[],[],[],['q8274'],[]
Q2632547,['q17'],[],[],[],"['q7889', 'q24856', 'q8274']",[]
Q5267626,[],[],[],[],[],[]
Q124645451,[],[],[],[],['q7725634'],[]
Q13182447,['q837'],['q837'],[],[],['q107357104'],[]
Q24403,[],['q155'],[],[],['q13418847'],[]
Q5270538,[],[],[],[],['q2915955'],[]
Q66027,[],[],[],[],['q5'],[]
Q5272160,[],[],[],[],[],[]
Q267992,[],[],[],[],['q5'],[]
Q2502127,[],[],[],[],['q968159'],[]
Q3298465,[],['q145'],['q1006998'],[],"['q16887380', 'q2221906']",[]
Q1440,[],[],[],[],['q5'],[]
Q541144,[],['q183'],[],[],['q41298'],[]
Q120336550,[],[],[],[],['q8274'],[]
Q297,[],[],[],[],['q5'],[]
Q108624,[],[],[],[],['q5'],[]
Q14678,[],[],[],[],['q5'],[]
Q4505975,[],[],[],[],[],[]
Q919982,[],[],[],[],['q223393'],[]
Q119070334,[],[],[],[],['q96251375'],[]
Q6017615,['q43'],[],[],[],['q2095'],[]
Q42904,[],[],[],[],['q5'],[]
Q5277223,[],[],[],[],['q63982911'],[]
Q2347558,[],['q33296'],[],[],['q9174'],[]
Q577775,['q38'],['q38'],[],[],"['q10429667', 'q786820']",[]
Q18245463,[],[],[],[],"['q51041800', 'q895526']",[]
Q59138,[],[],[],[],['q5'],[]
Q59137,[],[],[],[],['q5'],[]
Q59180,[],[],[],[],['q5'],[]
Q696284,[],[],[],[],"['q189819', 'q505821']",[]
Q3708591,[],['q38'],[],[],"['q200538', 'q82821']",[]
Q213283,[],[],[],[],[],[]
Q5280355,[],[],[],[],['q3516833'],[]
Q3455803,[],[],[],[],['q28640'],[]
Q16829741,[],['q145'],[],[],[],[]
Q756230,[],[],[],[],"['q6055843', 'q1714118', 'q223393']",[]
Q73603,[],[],[],[],['q3172759'],[]
Q7340,[],[],[],[],"['q9174', 'q904201']",[]
Q178837,[],['q30'],[],[],"['q1616075', 'q561068', 'q5009242', 'q11396960']",[]
Q742886,[],[],[],[],"['q2085381', 'q1114515']",[]
Q906229,[],[],[],[],['q17489659'],[]
Q123018834,[],['q30'],[],[],['q289'],[]
Q186302,[],[],[],[],[],[]
Q478685,[],['q16'],[],[],"['q4830453', 'q31838711', 'q18127']",[]
Q851110,[],['q28'],['q1781'],[],[],[]
Q131366,['q30'],[],[],[],['q215380'],[]
Q28130222,[],[],[],[],[],[]
Q579772,[],[],[],[],['q811102'],[]
Q498735,[],['q18097'],[],[],"['q518554', 'q13418847']",[]
Q5284735,[],[],[],[],[],[]
Q169802,[],['q183'],[],[],['q847017'],[]
Q15253,[],[],[],[],['q5'],[]
Q1233944,[],[],[],[],['q1156854'],[]
Q93204,[],[],[],[],['q201658'],[]
Q38936,[],[],[],[],[],[]
Q3033729,[],['q17'],[],[],['q1107679'],[]
Q668711,[],[],[],[],[],[]
Q19691705,['q17'],[],[],[],"['q21198342', 'q8274']",[]
Q123865,[],[],[],[],['q5'],[]
Q8157,[],[],[],[],[],[]
Q19872684,[],['q145'],[],[],['q811979'],[]
Q5289711,[],[],[],[],['q39595897'],[]
Q30434,[],"['q142', 'q38']","['q83236', 'q735362', 'q534206', 'q34993']",[],['q8502'],[]
Q2276446,[],[],[],[],['q28640'],[]
Q622852,[],[],[],[],[],[]
Q5290273,[],['q79'],[],[],"['q2095', 'q10943']",[]
Q2439061,[],[],[],[],[],[]
Q32910,"['q142', 'q30', 'q145']",[],[],[],['q11424'],[]
Q3035643,[],['q38'],['q13375'],[],"['q2651004', 'q2385804', 'q7075', 'q166118']",[]
Q46477,['q38'],[],[],[],['q11424'],[]
Q135475,[],['q30'],[],[],['q1156854'],[]
Q5294651,[],[],[],[],['q5'],[]
Q1240909,[],[],[],[],['q868557'],[]
Q1240934,[],['q40'],[],[],"['q868557', 'q11483816']",[]
Q450465,[],['q40'],['q1741'],[],"['q811979', 'q11315']",[]
Q3036242,[],['q145'],[],[],['q12973014'],[]
Q904958,['q28179'],[],[],[],"['q5891', 'q2738074']",[]
Q25688755,[],[],[],[],['q7725634'],[]
Q1074386,['q17'],[],[],[],['q202866'],[]
Q1122636,['q17'],[],[],[],['q202866'],[]
Q1245432,['q30'],[],[],[],"['q1004', 'q43229']",[]
Q64814,[],[],[],[],['q5'],[]
Q1251417,[],[],[],[],[],[]
Q174539,['q145'],['q145'],[],[],['q2095'],[]
Q1242936,[],[],[],[],[],[]
Q1214796,[],[],[],[],"['q66715801', 'q12737077']",[]
Q5299612,[],[],[],[],[],[]
Q445972,[],[],[],[],[],[]
Q18569,[],['q9676'],['q1145116'],[],"['q515', 'q3764344']",[]
Q18544,[],['q145'],[],[],['q868557'],[]
Q251192,['q145'],[],[],[],['q188451'],[]
Q1050303,[],[],[],[],[],[]
Q47490,[],['q242'],[],[],['q8502'],[]
Q130232,[],[],[],[],['q201658'],[]
Q3070432,[],['q41'],[],[],['q220505'],[]
Q487596,[],[],[],[],"['q15839299', 'q28640']",[]
Q5306056,[],[],[],[],['q3516833'],[]
Q549238,[],['q224'],['q1435'],[],"['q811979', 'q41176']",[]
Q500088,[],['q30'],[],[],"['q1107679', 'q1762059', 'q375336', 'q891723']",[]
Q1258549,[],"['q16957', 'q183']",['q1731'],[],['q868557'],[]
Q473848,[],['q183'],['q1731'],[],['q33506'],[]
Q200539,[],[],[],[],[],[]
Q2631681,['q15180'],[],[],[],['q746549'],[]
Q1259030,[],[],[],[],[],[]
Q7892,[],[],[],[],[],[]
Q366877,[],[],[],[],['q5'],[]
Q357500,[],[],[],[],[],[]
Q5180330,[],[],[],[],[],[]
Q1116831,[],[],[],[],"['q12737077', 'q56019']",[]
Q837647,['q148'],[],[],[],[],[]
Q106861,"['q183', 'q713750']",[],[],[],['q215380'],[]
Q441999,[],[],[],[],[],[]
Q1113204,['q766'],[],[],[],['q188451'],[]
Q642568,[],['q878'],['q613'],[],['q811979'],[]
Q496040,[],['q27'],['q1761'],[],"['q207694', 'q1007870']",[]
Q1265067,[],[],[],[],"['q188451', 'q12119802']",[]
Q877099,[],['q183'],[],[],"['q1331793', 'q2085381']",[]
Q5315796,[],[],[],[],['q40050'],[]
Q1261979,[],['q183'],[],[],['q868557'],[]
Q5316716,[],['q96'],[],[],['q2095'],[]
Q15809432,[],[],[],[],['q206615'],[]
Q5317299,[],[],[],[],['q40050'],[]
Q108583965,[],[],[],[],['q1047113'],[]
Q1268122,[],[],[],[],['q746549'],[]
Q689591,['q30'],[],[],[],['q1004'],[]
Q1269104,[],['q55'],[],[],['q868557'],[]
Q1269063,[],"['q159', 'q212', 'q184', 'q15180', 'q232']",[],[],['q847017'],[]
Q55193,[],[],[],[],['q5'],[]
Q5324890,[],[],[],[],['q375336'],[]
Q72081,[],['q145'],[],[],"['q375336', 'q1762059']",[]
Q744589,[],[],[],[],[],[]
Q5326659,[],[],[],[],[],[]
Q436016,[],[],[],[],"['q106834231', 'q188451']",[]
Q1758236,[],[],[],[],[],[]
Q5327212,[],[],[],[],[],[]
Q81100296,[],[],[],[],"['q1437361', 'q1792644']",[]
Q4268,[],['q30'],[],[],"['q93352', 'q123615496', 'q2221906']",[]
Q187858,[],[],[],[],['q10884'],[]
Q5329913,[],[],[],[],[],[]
Q194607,[],"['q213', 'q214']",[],[],"['q628455', 'q189819']",[]
Q307043,[],[],[],[],['q22811234'],[]
Q3250393,[],[],[],[],['q11862829'],[]
Q1662497,[],[],[],[],"['q2221906', 'q3438407']",[]
Q5331480,"['q1033', 'q962', 'q945']",['q1033'],[],[],"['q2095', 'q746549', 'q8195619']",[]
Q71397,[],[],[],[],['q5'],[]
Q85758446,['q30'],[],[],[],"['q71631512', 'q4418079', 'q571']",[]
Q128093,[],[],[],[],"['q123330346', 'q107124887']",[]
Q44608,[],[],[],[],['q5'],[]
Q3578796,[],[],[],[],[],[]
Q21036728,[],[],[],[],['q1792379'],[]
Q5333210,[],[],[],[],[],[]
Q15839134,[],[],[],[],"['q28640', 'q4164871']",[]
Q1798450,[],[],[],[],['q63982911'],[]
Q295465,[],[],[],[],"['q11862829', 'q5389993']",[]
Q962054,[],[],[],[],[],[]
Q587698,[],[],[],[],[],[]
Q616975,['q142'],['q142'],[],[],['q18127'],[]
Q359610,[],[],[],[],['q5'],[]
Q43874,[],[],[],[],['q5'],[]
Q1266029,[],[],[],[],[],[]
Q158932,['q183'],[],[],[],['q215380'],[]
Q723846,[],[],[],[],['q74817647'],[]
Q860416,['q148'],[],[],[],"['q1137226', 'q10675206']",[]
Q17155531,[],[],[],[],"['q1192543', 'q1156854']",[]
Q273787,[],[],[],[],['q5'],[]
Q1711593,[],[],[],[],['q104624828'],[]
Q273837,[],['q142'],[],[],"['q2085381', 'q1320047']",[]
Q273835,[],['q142'],[],[],"['q2085381', 'q1320047']",[]
Q5340090,[],[],[],[],['q5'],[]
Q67963,[],[],[],[],['q5'],[]
Q5343479,[],[],[],[],['q5'],[]
Q123509272,[],[],[],[],"['q2915955', 'q49773']",[]
Q78032,[],[],[],[],['q5'],[]
Q605069,[],"['q212', 'q159', 'q36', 'q184', 'q218', 'q794', 'q227', 'q79', 'q224', 'q219']",[],[],"['q189819', 'q2207288', 'q2018526']",[]
Q22404,['q145'],[],[],[],[],[]
Q5347861,['q142'],[],[],[],['q10675206'],[]
Q86455,[],[],[],[],['q5'],[]
Q1298429,[],['q183'],[],[],['q378427'],[]
Q205740,[],[],[],[],['q9134'],[]
Q959279,[],['q79'],['q85'],[],"['q15265344', 'q18127', 'q327333']",[]
Q919238,[],[],[],[],[],[]
Q85758747,[],[],[],[],['q571'],[]
Q38245,[],['q183'],[],[],"['q847017', 'q476028']",[]
Q13422541,[],['q29'],[],[],"['q340169', 'q1126006', 'q4830453', 'q43229', 'q11032', 'q431289', 'q14350', 'q289', 'q35127']",[]
Q5350016,[],['q30'],['q1415'],[],"['q207694', 'q1007870', 'q163740']",[]
Q3730064,['q29'],[],[],[],['q1004'],[]
Q526622,[],['q414'],"['q781553', 'q1486']",[],"['q12518', 'q41176']",[]
Q301,[],[],[],[],['q5'],[]
Q56309822,[],['q262'],[],[],[],[]
Q152233,[],[],[],[],['q5'],[]
Q3727139,['q29'],[],[],[],['q1004'],[]
Q3752714,['q29'],[],[],[],['q1004'],[]
Q8774180,['q29'],[],[],[],"['q188451', 'q107357104']",[]
Q5353278,[],[],[],[],['q5'],[]
Q3075768,[],[],[],[],[],[]
Q2629163,[],['q30'],[],[],['q123385977'],[]
Q2917190,[],['q145'],[],[],[],[]
Q1394029,[],[],[],[],[],[]
Q13629441,[],[],[],[],['q334166'],[]
Q1327300,[],[],[],[],[],[]
Q5358384,[],[],[],[],[],[]
Q5358395,[],[],[],[],"['q66715801', 'q12737077']",[]
Q302334,[],[],[],[],['q189819'],[]
Q132911,[],[],[],[],['q334166'],[]
Q264831,[],['q408'],[],[],['q786820'],[]
Q5361973,[],[],[],[],['q123574795'],[]
Q5362318,[],[],[],[],['q5'],[]
Q5363647,[],[],[],[],['q5'],[]
Q5366782,[],[],[],[],['q5'],[]
Q1328627,[],['q34'],[],[],['q378427'],[]
Q4137,[],[],[],[],['q5'],[]
Q214687,[],[],[],[],['q5'],[]
Q663793,"['q55', 'q29999']",[],[],[],"['q41298', 'q737498']",[]
Q5367721,[],[],[],[],['q5'],[]
Q303,[],[],[],[],['q5'],[]
Q687288,[],[],[],[],[],[]
Q549227,[],[],[],[],['q5'],[]
Q5369234,['q878'],['q878'],[],[],"['q11032', 'q1153191', 'q7094076', 'q1331793']",[]
Q2128336,[],[],[],[],['q223393'],[]
Q33196,[],[],[],[],"['q20056177', 'q63812927', 'q112826905', 'q55597235']",[]
Q192154,[],[],[],[],['q16521'],[]
Q12150,[],['q79'],[],[],"['q7748', 'q3258287']",[]
Q55230,[],[],[],[],['q5'],[]
Q504,[],[],[],[],['q5'],[]
Q1543753,[],[],[],[],[],[]
Q5323521,[],[],[],[],"['q1331793', 'q658255']",[]
Q39476,[],[],[],[],['q5'],[]
Q5373358,[],[],[],[],['q5'],[]
Q20012446,[],['q39'],['q4225'],[],"['q55488', 'q12819564', 'q1339195', 'q22808404']",[]
Q2993746,[],[],[],[],['q7188'],[]
Q3724836,[],[],[],[],['q206615'],[]
Q261362,[],[],[],[],[],[]
